"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","NTL_PPM","PTL_PPB","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","TP_mol"
"1",2010177,"NLA17_NV-10018",1,"30-May-17",1.343,92.325,"PROB","XER","Xeric",-119.7789,39.54188,"Region_09",6.532128325,"Urban","MAN_MADE",7.933418,1353,"H16050102","NLA_NV-10109",32.1666271141355,9.58806311130149e-05,2.9807486738602e-06
"2",2010178,"NLA17_NV-10036",1,"31-May-17",0.9,234.695,"PROB","XER","Xeric",-119.7898,39.4578,"Region_09",15.19126674,"Urban","MAN_MADE",2.288759,1371,"H16050102","NLA_NV-10178",8.47983692236262,6.42535874919683e-05,7.57721971309634e-06
"3",2010179,"NLA17_ND-10011",1,"1-Jun-17",2.75,63.3475,"PROB","NPL","Northern Plains",-99.77111,47.17341,"Region_08",25.38016783,"Non-Urban","NATURAL",35.57998,540,"H10130103","NLA_ND-10100",95.995757928853,0.000196330406225459,2.04519877191832e-06
"4",2010180,"NLA17_NV-10242",1,"1-Jun-17",2.323,700.47,"PROB","XER","Xeric",-118.7144,38.69493,"Region_09",5.397955312,"Non-Urban","NATURAL",14378.43,1206,"H16050304","NLA_NV-10066",7.33345275068537,0.000165845648604269,2.26149474527902e-05
"5",2010181,"NLA17_OH-10016",1,"1-Jun-17",1.735,170.41125,"PROB","NAP","Northern Appalachians",-81.17701,41.49185,"Region_05",128.2437846,"Urban","MAN_MADE",1.196706,348,"H04110003","NLA_OH-10072",22.5138643622212,0.000123866638109517,5.50179374436349e-06
"6",2010182,"NLA17_TN-10003",1,"2-Jun-17",1.278,463.12625,"PROB","SAP","Southern Appalachians",-87.03213,35.67353,"Region_04",49.23238577,"Urban","MAN_MADE",33.43314,192,"H07010105","NLA_TN-10029",6.10211354597441,9.1240094238595e-05,1.49522118117232e-05
"7",2010183,"NLA17_AZ-10004",1,"1-Jun-17",0.615,192.115,"PROB","WMT","Western Mountains",-112.4386,34.60431,"Region_09",2.978293527,"Urban","MAN_MADE",119.1798,1567,"H15060202","NLA_AZ-10008",7.07884933384082,4.39066181195117e-05,6.20250778747525e-06
"8",2010184,"NLA17_MI-10011",1,"5-Jun-17",0.52,12.9225,"PROB","UMW","Upper Midwest",-86.14407,43.37318,"Region_05",247.1927677,"Urban","NATURAL",20.79842,198,"H04090005","NLA_MI-10091",88.9827105846242,3.71242949953595e-05,4.1720795816906e-07
"9",2010185,"NLA17_ND-10015",1,"5-Jun-17",1.866,49.725,"PROB","NPL","Northern Plains",-99.73059,47.08001,"Region_08",137.7322426,"Non-Urban","NATURAL",7.124819,529,"H10130103","NLA_ND-10085",82.9823397405198,0.000133219104733348,1.60539104042999e-06
"10",2010186,"NLA17_CA-10064",1,"5-Jun-17",0.701,362.0075,"PROB","XER","Xeric",-122.5184,38.08325,"Region_09",8.765044119,"Urban","MAN_MADE",40.65087,1,"H18050002","NLA_CA-10183",4.28202578329706,5.00464053687442e-05,1.16875534855396e-05
"11",2010187,"NLA17_KY-10001",1,"6-Jun-17",0.121,5.91625,"PROB","SAP","Southern Appalachians",-83.70503,36.68168,"Region_04",8.436928876,"Urban","MAN_MADE",90.55715,390,"H05120113","NLA_KY-10003",45.2259482133975,8.63853787392018e-06,1.91008441285951e-07
"12",2010188,"NLA17_ND-10008",1,"6-Jun-17",3.174,207.63875,"PROB","NPL","Northern Plains",-100.3903,47.27222,"Region_08",16.53898413,"Non-Urban","NATURAL",198.355,587,"H10130101","NLA_ND-10091",33.8023850787412,0.000226600985221675,6.70369811756826e-06
"13",2010189,"NLA17_TX-10001",1,"6-Jun-17",1.074,134.5625,"PROB","SPL","Southern Plains",-96.45375,32.94443,"Region_06",169.1976536,"Urban","MAN_MADE",13.83962,145,"H12030106","NLA_TX-10054",17.6493640968525,7.66759477404155e-05,4.34440285325008e-06
"14",2010190,"NLA17_KS-10005",1,"6-Jun-17",0.959,66.83625,"PROB","TPL","Temperate Plains",-95.04207,39.34876,"Region_07",326.258219,"Urban","MAN_MADE",4.302133,288,"H10240011","NLA_KS-10045",31.7289251816965,6.84657671164418e-05,2.15783442787207e-06
"15",2010191,"NLA17_NV-10002",1,"6-Jun-17",0.61,17.75,"PROB","XER","Xeric",-115.1171,38.39816,"Region_09",2.649560151,"Non-Urban","MAN_MADE",72.28422,1575,"H15010011","NLA_NV-10007",75.9941752213632,4.35496537445563e-05,5.73065680595923e-07
"16",2010192,"NLA17_NV-10006",1,"5-Jun-17",0.165,21.74875,"PROB","XER","Xeric",-117.1657,39.24104,"Region_09",6.532128325,"Non-Urban","MAN_MADE",5.804787,2255,"H16060004","NLA_NV-10112",16.7763883682456,1.17798243735275e-05,7.02166885682286e-07
"17",2010193,"NLA17_KY-10006",1,"7-Jun-17",0.386,16.17625,"PROB","SAP","Southern Appalachians",-84.67911,37.48693,"Region_04",15.70643045,"Urban","MAN_MADE",14.35252,323,"H05100205","NLA_KY-10045",52.7664993106591,2.75576497465553e-05,5.22256547365622e-07
"18",2010194,"NLA17_TX-10019",1,"7-Jun-17",0.966,53.165,"PROB","SPL","Southern Plains",-96.7321,32.0567,"Region_06",185.4062626,"Non-Urban","MAN_MADE",5.472042,160,"H12030108","NLA_TX-10181",40.1790937102125,6.89655172413793e-05,1.716452783599e-06
"19",2010195,"NLA17_TN-10004",1,"7-Jun-17",1.138,48.5825,"PROB","SAP","Southern Appalachians",-86.91358,36.30417,"Region_04",49.23238577,"Urban","MAN_MADE",25.1163,197,"H05060002","NLA_TN-10040",51.7977900490015,8.12450917398444e-05,1.56850498183388e-06
"20",2010196,"NLA17_MO-HP002",1,"7-Jun-17",0.691,25.2025,"HAND","TPL","Temperate Plains",-94.03102,40.3133,"Region_07",0,"Non-Urban","MAN_MADE",20.95756,280.45,"H10280101","NLA_MO-10087",60.6293974630948,4.93324766188334e-05,8.1367255297007e-07
"21",2010197,"NLA17_IA-HP002",1,"7-Jun-17",0.495,11.1925,"HAND","TPL","Temperate Plains",-93.772298,40.596744,"Region_07",0,"Non-Urban","MAN_MADE",28.36682,285.83,"H10280102","NLA_IA-10042",97.7973133412234,3.53394731205826e-05,3.61354232679992e-07
"22",2010198,"NLA17_ND-10035",1,"7-Jun-17",5.156,266.94625,"PROB","NPL","Northern Plains",-99.48298,46.3599,"Region_08",24.88253601,"Non-Urban","NATURAL",32.50486,600,"H10130104","NLA_ND-10155",42.7108203051801,0.000368101663453987,8.61846391204391e-06
"23",2010199,"NLA17_ND-10004",1,"7-Jun-17",5.294,523.64125,"PROB","NPL","Northern Plains",-99.51996,46.36831,"Region_08",16.58353078,"Non-Urban","NATURAL",103.3136,600,"H10130104","NLA_ND-10002",22.3562477776928,0.000377953880202756,1.69059622151746e-05
"24",2010200,"NLA17_GA-10002",1,"7-Jun-17",1.37,182.45,"PROB","CPL","Coastal Plains",-81.89276,33.29943,"Region_04",368.3207443,"Urban","NATURAL",5.011123,31,"H03060106","NLA_GA-10018",16.6044894936003,9.7808238737774e-05,5.89046948871696e-06
"25",2010201,"NLA17_KS-10001",1,"7-Jun-17",2.813,498.325,"PROB","SPL","Southern Plains",-97.37486,39.3321,"Region_07",16.78702206,"Non-Urban","MAN_MADE",10.23476,415,"H10250017","NLA_KS-10021",12.482623886525,0.000200828157349896,1.60886171990402e-05
"26",2010202,"NLA17_SD-10020",1,"7-Jun-17",2.8,255.39,"PROB","NPL","Northern Plains",-99.31405,44.47741,"Region_08",149.9265215,"Non-Urban","MAN_MADE",4.904037,590,"H10140103","NLA_SD-10107",24.2439272145125,0.000199900049975012,8.24536586858551e-06
"27",2010203,"NLA17_KS-10028",1,"8-Jun-17",5.056,99.48,"PROB","TPL","Temperate Plains",-96.55958,39.83551,"Region_07",542.8919269,"Urban","MAN_MADE",1.463176,395,"H10270205","NLA_KS-10085",112.388045064928,0.00036096237595488,3.21175064257366e-06
"28",2010204,"NLA17_NV-10016",1,"7-Jun-17",0.629,36.98625,"PROB","XER","Xeric",-114.2679,37.90785,"Region_09",7.404893297,"Non-Urban","MAN_MADE",23.50032,1604,"H15010013","NLA_NV-10064",37.6061758796147,4.49061183693867e-05,1.19411552275724e-06
"29",2010205,"NLA17_NV-10239",1,"8-Jun-17",0.449,44.10625,"PROB","XER","Xeric",-114.4095,36.50496,"Region_09",1.630095905,"Non-Urban","MAN_MADE",10.91071,366,"H15010005","NLA_NV-10094",22.5110127777497,3.20554008709931e-05,1.42398750280473e-06
"30",2010206,"NLA17_TX-HP003",1,"8-Jun-17",0.875,43.31875,"HAND","CPL","Coastal Plains",-95.92578522,33.7351029,"Region_06",0,"Non-Urban","MAN_MADE",143.5869,153.02,"H11140101","NLA_TX-10096",44.6664014667028,6.24687656171914e-05,1.39856275782054e-06
"31",2010207,"NLA17_TN-10001",1,"8-Jun-17",1.445,409.8625,"PROB","SAP","Southern Appalachians",-86.3815,35.37137,"Region_04",49.78187904,"Urban","MAN_MADE",12.42384,265,"H07010203","NLA_TN-10017",7.79611955712432,0.000103162704362105,1.32325708458167e-05
"32",2010208,"NLA17_CA-10001",1,"6-Jun-17",0.558,49.845,"PROB","XER","Xeric",-122.7434,38.07833,"Region_09",6.633373618,"Urban","MAN_MADE",335.3417,51,"H18050005","NLA_CA-10037",24.754914282801,3.98372242450204e-05,1.60926528728472e-06
"33",2010209,"NLA17_WV-10003",1,"6-Jun-17",0.329,9.505,"PROB","SAP","Southern Appalachians",-78.59737,39.13362,"Region_03",5.882763554,"Non-Urban","MAN_MADE",15.43864,391,"H02070003","NLA_WV-10026",76.5407308921026,2.3488255872064e-05,3.0687263628531e-07
"34",2010210,"NLA17_ND-10006",1,"8-Jun-17",3.038,118.25625,"PROB","NPL","Northern Plains",-99.41651,46.89273,"Region_08",61.49389474,"Non-Urban","NATURAL",17.21388,531,"H10130103","NLA_ND-10029",56.8083917752851,0.000216891554222889,3.81794920512516e-06
"35",2010211,"NLA17_MO-HP004",1,"8-Jun-17",0.453,13.7775,"HAND","TPL","Temperate Plains",-92.65559555,40.17059749,"Region_07",0,"Urban","MAN_MADE",252.5045,242.76,"H10280202","NLA_MO-10089",72.7070644893433,3.23409723709574e-05,4.44811967009033e-07
"36",2010212,"NLA17_TX-10017",1,"8-Jun-17",1.496,175.3325,"PROB","SPL","Southern Plains",-96.20017,32.46571,"Region_06",1720.492717,"Non-Urban","MAN_MADE",3.514443,117,"H12030107","NLA_TX-10155",18.8676580429556,0.00010680374098665,5.66067822214561e-06
"37",2010213,"NLA17_UT-10013",1,"8-Jun-17",3.93,426.8175,"PROB","XER","Xeric",-112.1546,41.17782,"Region_08",13.37835911,"Urban","NATURAL",2.610056,1285,"H16020102","NLA_UT-10340",20.3610026744999,0.000280573998714928,1.3779969641e-05
"38",2010214,"NLA17_AR-10001",1,"7-Jun-17",0.631,40.31875,"PROB","CPL","Coastal Plains",-92.27375,34.53937,"Region_06",63.91637438,"Non-Urban","MAN_MADE",105.785,73,"H11110207","NLA_AR-10020",34.6075717740271,4.50489041193689e-05,1.30170658645222e-06
"39",2010215,"NLA17_NV-10124",1,"9-Jun-17",0.634,20.4375,"PROB","XER","Xeric",-115.1136,36.0658,"Region_09",15.19126674,"Urban","MAN_MADE",2.415007,614,"H15010015","NLA_NV-10260",68.5978202920628,4.52630827443421e-05,6.59832667446714e-07
"40",2010216,"NLA17_MO-HP003",1,"9-Jun-17",0.58,27.92125,"HAND","TPL","Temperate Plains",-91.15320109,39.34170139,"Region_07",0,"Urban","MAN_MADE",19.66697,241.3,"H07080101","NLA_MO-10088",45.9348142590106,4.1407867494824e-05,9.01448458272615e-07
"41",2010217,"NLA17_KS-10034",1,"9-Jun-17",0.693,17.9125,"PROB","TPL","Temperate Plains",-95.62764,39.00367,"Region_07",13.71850117,"Urban","MAN_MADE",154.9541,292,"H10270102","NLA_KS-10091",85.5511515087397,4.94752623688156e-05,5.7831205654504e-07
"42",2010218,"NLA17_CA-10082",1,"7-Jun-17",0.834,35.15625,"PROB","XER","Xeric",-120.3545,37.54158,"Region_09",8.765044119,"Non-Urban","MAN_MADE",26.55921,121,"H18040008","NLA_CA-10201",52.458073198488,5.95416577425573e-05,1.13503325822256e-06
"43",2010219,"NLA17_OK-10001",1,"7-Jun-17",0.828,56.49,"PROB","SPL","Southern Plains",-96.70763,34.9645,"Region_06",19.61112779,"Non-Urban","MAN_MADE",533.124,281,"H11090202","NLA_OK-10060",32.412131357309,5.91133004926108e-05,1.82380170686556e-06
"44",2010220,"NLA17_WV-10002",1,"7-Jun-17",0.255,3.67625,"PROB","SAP","Southern Appalachians",-80.5897,38.82171,"Region_03",3.438154929,"Non-Urban","MAN_MADE",334.3316,238,"H05030103","NLA_WV-10008",153.385381618027,1.82051831227244e-05,1.18689166664268e-07
"45",2010221,"NLA17_WV-10004",1,"8-Jun-17",0.736,47.80625,"PROB","SAP","Southern Appalachians",-82.12585,38.8378,"Region_03",14.19536423,"Urban","MAN_MADE",10.19279,168,"H05130107","NLA_WV-10023",34.0441083726153,5.25451559934319e-05,1.54344344749233e-06
"46",2010222,"NLA17_KS-10006",1,"11-Jun-17",1.051,118.22875,"PROB","TPL","Temperate Plains",-95.73628,38.46564,"Region_07",81.17290906,"Non-Urban","MAN_MADE",12.19011,325,"H10290101","NLA_KS-10056",19.6575073335479,7.50339116156208e-05,3.81706135688762e-06
"47",2010223,"NLA17_IL-10013",1,"12-Jun-17",0.771,50.1725,"PROB","TPL","Temperate Plains",-88.37851,40.20011,"Region_05",25.33430259,"Urban","MAN_MADE",11.48355,216,"H07130012","NLA_IL-10057",33.9811024571184,5.50439066181195e-05,1.6198387526591e-06
"48",2010224,"NLA17_ND-10023",1,"12-Jun-17",2.658,105.3675,"PROB","NPL","Northern Plains",-99.80461,47.26394,"Region_08",24.88253601,"Non-Urban","NATURAL",20.92953,562,"H10130103","NLA_ND-10144",55.7823914481408,0.00018976226172628,3.40183087888399e-06
"49",2010225,"NLA17_TX-10049",1,"12-Jun-17",0.495,14.4525,"HAND","SPL","Southern Plains",-97.61238,32.66237,"Region_06",0,"Non-Urban","MAN_MADE",43.19589,250,"H12030102","NLA_TX-10108",75.7375145872093,3.53394731205826e-05,4.66604605566906e-07
"50",2010226,"NLA17_OK-HP002",1,"11-Jun-17",0.628,26.42125,"HAND","SPL","Southern Plains",-96.1911658,36.5147867,"Region_06",0,"Non-Urban","MAN_MADE",449.4697,223.74,"H11070107","NLA_OK-10093",52.5599703537521,4.48347254943957e-05,8.53020372588452e-07
"51",2010227,"NLA17_ND-10024",1,"12-Jun-17",2.179,98.95375,"PROB","NPL","Northern Plains",-99.23174,47.13186,"Region_08",24.88253601,"Non-Urban","NATURAL",22.12183,569,"H10160002","NLA_ND-10145",48.6938149997706,0.000155565074605554,3.19476045584613e-06
"52",2010228,"NLA17_CA-10003",1,"12-Jun-17",0.701,886.198,"PROB","XER","Xeric",-121.5354,38.50847,"Region_09",82.71684495,"Urban","MAN_MADE",21.36925,2,"H18020163","NLA_CA-10025",1.74918635423112,5.00464053687442e-05,2.86112484514223e-05
"53",2010229,"NLA17_KS-10003",1,"12-Jun-17",0.496,27.16125,"PROB","TPL","Temperate Plains",-96.30956,38.12596,"Region_07",59.36052208,"Non-Urban","MAN_MADE",16.10221,389,"H11070101","NLA_KS-10035",40.381342371576,3.54108659955736e-05,8.76911561525972e-07
"54",2010230,"NLA17_KY-10023",1,"12-Jun-17",0.405,11.0875,"PROB","TPL","Temperate Plains",-87.52033,37.40457,"Region_04",24.39782059,"Urban","MAN_MADE",11.48322,143,"H05110003","NLA_KY-10056",80.7737449309811,2.89141143713857e-05,3.57964266682101e-07
"55",2010231,"NLA17_AR-10002",1,"12-Jun-17",0.303,13.915,"PROB","SAP","Southern Appalachians",-93.07012,34.41755,"Region_06",6.699071222,"Urban","MAN_MADE",2428.921,121,"H09030006","NLA_AR-10014",48.1513254224179,2.1632041122296e-05,4.49251208196747e-07
"56",2010232,"NLA17_FL-10001",1,"13-Jun-17",1.346,103.0575,"PROB","CPL","Coastal Plains",-80.83291,26.94453,"Region_04",51.42246091,"Urban","NATURAL",167489.6,2,"H03090201","NLA_FL-10074",28.8811368999591,9.60948097379882e-05,3.32725162693038e-06
"57",2010233,"NLA17_KS-10011",1,"13-Jun-17",1.161,49.4225,"PROB","SPL","Southern Plains",-98.20245,38.2035,"Region_07",722.9421449,"Urban","MAN_MADE",3.393117,495,"H11030011","NLA_KS-10077",51.9465055627928,8.28871278646391e-05,1.59562470981701e-06
"58",2010234,"NLA17_CT-10005",1,"13-Jun-17",0.373,15.0475,"PROB","NAP","Northern Appalachians",-72.10979,41.84052,"Region_01",156.7566092,"Urban","MAN_MADE",33.91858,156,"H01100002","NLA_CT-10041",54.8142287779235,2.66295423716713e-05,4.8581441288829e-07
"59",2010235,"NLA17_NC-10009",1,"13-Jun-17",2.42,246.19375,"PROB","CPL","Coastal Plains",-78.03021,35.85621,"Region_04",35.92473731,"Non-Urban","MAN_MADE",5.004563,50,"H03020101","NLA_NC-10059",21.7363776389541,0.000172770757478404,7.94846134660352e-06
"60",2010236,"NLA17_KY-10017",1,"13-Jun-17",0.6,28.745,"PROB","TPL","Temperate Plains",-87.78581,37.40584,"Region_04",498.3792605,"Urban","MAN_MADE",1.041854,123,"H12030103","NLA_KY-10050",46.1570203860125,4.28357249946455e-05,9.28043548660834e-07
"61",2010237,"NLA17_MI-10099",1,"12-Jun-17",0.545,9.97875,"PROB","UMW","Upper Midwest",-85.11923,44.72733,"Region_05",70.52759862,"Urban","NATURAL",2.602132,325,"H04060105","NLA_MI-10191",120.772814780205,3.89091168701364e-05,3.22167840013891e-07
"62",2010238,"NLA17_TX-10013",1,"13-Jun-17",0.715,88.12,"PROB","CPL","Coastal Plains",-94.0436,32.82988,"Region_06",125.1083547,"Urban","NATURAL",21.66034,51,"H11140306","NLA_TX-10136",17.9423936859224,5.10459056186193e-05,2.84498860699227e-06
"63",2010239,"NLA17_UT-10006",1,"13-Jun-17",0.779,41.48125,"PROB","XER","Xeric",-109.1379,40.87398,"Region_08",35.23686852,"Non-Urban","MAN_MADE",14.37454,1651,"H14040106","NLA_UT-10057",41.5273722555705,5.56150496180481e-05,1.33923835285744e-06
"64",2010240,"NLA17_NE-10037",1,"14-Jun-17",2.284,103.4325,"PROB","SPL","Southern Plains",-98.56234,42.10978,"Region_07",6.825696614,"Non-Urban","NATURAL",73.73346,622,"H10220001","NLA_NE-10127",48.8301328640209,0.000163061326479617,3.33935864835142e-06
"65",2010241,"NLA17_NE-HP005",1,"14-Jun-17",2.354,141.72375,"HAND","SPL","Southern Plains",-100.68223,42.553,"Region_07",0,"Non-Urban","NATURAL",11.78301,895.51,"H10150004","NLA_NE-10214",36.7293000061084,0.000168058827728993,4.57560660565388e-06
"66",2010242,"NLA17_OK-10011",1,"13-Jun-17",1.536,250.3025,"PROB","SPL","Southern Plains",-99.07525,35.17875,"Region_06",19.61112779,"Non-Urban","MAN_MADE",141.5132,497,"H11120303","NLA_OK-10053",13.5698440508967,0.000109659455986293,8.08111394464006e-06
"67",2010243,"NLA17_TX-HP002",1,"13-Jun-17",0.533,15.2925,"HAND","SPL","Southern Plains",-98.408858,30.751822,"Region_06",0,"Urban","MAN_MADE",322.4871,270.56,"H12090201","NLA_TX-10001",77.0721631170869,3.80524023702435e-05,4.93724333550037e-07
"68",2010244,"NLA17_KY-10004",1,"14-Jun-17",1.795,196.64375,"PROB","CPL","Coastal Plains",-88.48954,36.8752,"Region_04",33.81490461,"Non-Urban","MAN_MADE",16.18263,119,"H05140203","NLA_KY-10041",20.1852035642941,0.000128150210608981,6.34872024950335e-06
"69",2010245,"NLA17_KS-10004",1,"14-Jun-17",1.67,153.62625,"PROB","SPL","Southern Plains",-98.26099,37.65556,"Region_07",3.27553518,"Non-Urban","MAN_MADE",56.79395,479,"H11030015","NLA_KS-10012",24.0380851814409,0.000119226101235097,4.95988346555771e-06
"70",2010246,"NLA17_MD-10003",1,"12-Jun-17",1.621,36.025,"PROB","SAP","Southern Appalachians",-77.13091,39.12696,"Region_03",1.621349146,"Urban","MAN_MADE",77.27868,100,"H02070010","NLA_MD-10020",99.5010935074903,0.000115727850360534,1.1630811911813e-06
"71",2010247,"NLA17_NC-10014",1,"14-Jun-17",0.541,43.5975,"PROB","CPL","Coastal Plains",-77.10483,34.9329,"Region_04",40.31958609,"Non-Urban","NATURAL",382.9389,11,"H03020301","NLA_NC-10024",27.4400252724276,3.86235453701721e-05,1.40756231041018e-06
"72",2010248,"NLA17_ND-10029",1,"14-Jun-17",3.493,562.808,"PROB","NPL","Northern Plains",-101.8953,48.35212,"Region_08",60.62663326,"Non-Urban","NATURAL",9.628716,673,"H10110101","NLA_ND-10149",13.7242035875727,0.000249375312343828,1.81704760318214e-05
"73",2010249,"NLA17_TX-10011",1,"14-Jun-17",0.854,108.145,"PROB","CPL","Coastal Plains",-94.12513,33.51618,"Region_06",421.0146851,"Urban","MAN_MADE",17.08974,83,"H11140201","NLA_TX-10174",17.4622521082886,6.09695152423788e-05,3.49150355087583e-06
"74",2010250,"NLA17_NV-10017",1,"14-Jun-17",0.833,157.17125,"PROB","XER","Xeric",-118.2878,40.69659,"Region_09",3.445286158,"Non-Urban","MAN_MADE",4566.923,1260,"H16040108","NLA_NV-10036",11.7198140879201,5.94702648675662e-05,5.07433517472462e-06
"75",2010251,"NLA17_NV-10079",1,"13-Jun-17",0.968,70.35,"PROB","XER","Xeric",-119.4603,41.91589,"Region_09",1.350428309,"Non-Urban","MAN_MADE",29.42805,1765,"H17120008","NLA_NV-10218",30.4270665094542,6.91083029913615e-05,2.27127721858722e-06
"76",2010252,"NLA17_DE-10005",1,"14-Jun-17",2.92,20.89,"PROB","CPL","Coastal Plains",-75.38016,38.86695,"Region_03",7.976334799,"Urban","MAN_MADE",14.22161,2,"H02040207","NLA_DE-10020",309.095896673697,0.000208467194973942,6.74441806628103e-07
"77",2010253,"NLA17_TX-10008",1,"15-Jun-17",2.523,282.59375,"PROB","CPL","Coastal Plains",-95.73801,33.06712,"Region_06",235.7987477,"Non-Urban","MAN_MADE",14.7144,149,"H12010003","NLA_TX-10097",19.7425627139237,0.000180124223602484,9.12364955920586e-06
"78",2010254,"NLA17_KS-10010",1,"15-Jun-17",0.751,38.42,"PROB","SPL","Southern Plains",-97.39951,37.65573,"Region_07",111.4684076,"Urban","MAN_MADE",7.757032,391,"H11030013","NLA_KS-10076",43.2246419745768,5.3616049118298e-05,1.24040470132368e-06
"79",2010255,"NLA17_NE-10032",1,"15-Jun-17",1.828,61.85125,"HAND","SPL","Southern Plains",-102.0378,42.92186,"Region_07",0,"Non-Urban","NATURAL",59.10682,1058,"H10150003","NLA_NE-10031",65.3546568371849,0.000130506175483687,1.99689175644837e-06
"80",2010256,"NLA17_OH-10001",1,"14-Jun-17",6.55,100.27125,"PROB","TPL","Temperate Plains",-83.05952,40.36715,"Region_05",35.0676386,"Non-Urban","MAN_MADE",391.6293,277,"H05050005","NLA_OH-10031",144.448720496044,0.000467623331191547,3.23729645777205e-06
"81",2010257,"NLA17_CA-10081",1,"14-Jun-17",0.385,8.25125,"PROB","XER","Xeric",-121.836,37.6695,"Region_09",8.765044119,"Urban","MAN_MADE",26.98175,107,"H18050004","NLA_CA-10200",103.178643060836,2.74862568715642e-05,2.66394828000964e-07
"82",2010258,"NLA17_NE-HP004",1,"15-Jun-17",0.564,35.115,"HAND","SPL","Southern Plains",-103.116433,42.458365,"Region_07",0,"Non-Urban","MAN_MADE",617.2866,1220.42,"H10150002","NLA_NE-10005",35.5169169282692,4.02655814949668e-05,1.13370148586624e-06
"83",2010259,"NLA17_UT-10008",1,"15-Jun-17",0.405,19.58375,"PROB","WMT","Western Mountains",-111.5912,40.9061,"Region_08",29.11114712,"Non-Urban","MAN_MADE",266.0559,1738,"H16020102","NLA_UT-10258",45.7307153595329,2.89141143713857e-05,6.32269015344811e-07
"84",2010260,"NLA17_WI-10001",1,"15-Jun-17",1.12,92.4,"PROB","TPL","Temperate Plains",-89.2538,42.96456,"Region_05",5.778723434,"Urban","NATURAL",1293.361,256,"H07060005","NLA_WI-10025",26.8037081009279,7.9960019990005e-05,2.98317007814441e-06
"85",2010261,"NLA17_NC-10005",1,"15-Jun-17",0.856,44.585,"PROB","CPL","Coastal Plains",-78.81672,35.22379,"Region_04",87.25645495,"Non-Urban","MAN_MADE",6.706105,47,"H03030004","NLA_NC-10037",42.4554865108787,6.1112300992361e-05,1.43944413348559e-06
"86",2010262,"NLA17_MO-10001",1,"15-Jun-17",0.969,83.0125,"PROB","TPL","Temperate Plains",-94.20671,37.80796,"Region_07",149.7191948,"Non-Urban","MAN_MADE",11.75486,253,"H10290105","NLA_MO-10021",25.8124431243298,6.91796958663525e-05,2.68009097523769e-06
"87",2010263,"NLA17_IL-HP001",1,"15-Jun-17",0.944,22.345,"HAND","TPL","Temperate Plains",-88.226392,42.31778,"Region_05",0,"Urban","NATURAL",19.43267,223.9,"H07120003","NLA_IL-10059",93.4201291967001,6.73948739915756e-05,7.21417049741741e-07
"88",2010264,"NLA17_SD-10004",1,"15-Jun-17",0.8,22.21375,"PROB","TPL","Temperate Plains",-97.26411,45.44171,"Region_08",4.576582346,"Non-Urban","NATURAL",857.1951,564,"H10170201","NLA_SD-10015",79.6373748089017,5.71142999928607e-05,7.17179592244376e-07
"89",2010265,"NLA17_SD-10013",1,"15-Jun-17",7.475,1174.063,"PROB","NPL","Northern Plains",-99.7759,45.55612,"Region_08",31.12546855,"Non-Urban","NATURAL",10.424,617,"H10130106","NLA_SD-10108",14.0788967367943,0.000533661740558292,3.79050823750699e-05
"90",2010266,"NLA17_KS-10035",1,"16-Jun-17",3.845,429.58,"PROB","SPL","Southern Plains",-97.73838,37.6423,"Region_07",722.9421449,"Non-Urban","MAN_MADE",1.654729,417,"H11030014","NLA_KS-10092",19.7925211973686,0.000274505604340687,1.3869158032135e-05
"91",2010267,"NLA17_ND-10012",1,"16-Jun-17",1.268,30.2375,"PROB","NPL","Northern Plains",-101.5346,48.00826,"Region_08",16.53898413,"Non-Urban","NATURAL",74.15216,620,"H10110101","NLA_ND-10127",92.730414367526,9.05261654886842e-05,9.76229493916576e-07
"92",2010268,"NLA17_ND-10090",1,"16-Jun-17",2.395,120.26125,"PROB","NPL","Northern Plains",-99.47655,47.0334,"Region_08",74.58466875,"Non-Urban","NATURAL",1.887195,528,"H10130103","NLA_ND-10187",44.0381059933444,0.000170985935603627,3.88268141298966e-06
"93",2010269,"NLA17_NM-10003",1,"16-Jun-17",0.251,15.76375,"PROB","SPL","Southern Plains",-105.2418,35.66711,"Region_06",2.37333604,"Urban","MAN_MADE",437.4939,2012,"H13060001","NLA_NM-10082",35.2097556418977,1.791961162276e-05,5.08938823802478e-07
"94",2010270,"NLA17_NM-10004",1,"15-Jun-17",1.256,131.71,"PROB","SPL","Southern Plains",-104.8161,36.17599,"Region_06",2.455368404,"Non-Urban","NATURAL",25.20015,2038,"H11080003","NLA_NM-10074",21.0872388840494,8.96694509887913e-05,4.25230877697403e-06
"95",2010271,"NLA17_MI-10084",1,"15-Jun-17",0.669,8.17875,"PROB","UMW","Upper Midwest",-83.76897,44.59968,"Region_05",58.01738359,"Non-Urban","NATURAL",6.136978,279,"H04070005","NLA_MI-10176",180.878943525656,4.77618333690298e-05,2.64054137192896e-07
"96",2010272,"NLA17_CA-10011",1,"13-Jun-17",0.616,28.83375,"PROB","XER","Xeric",-122.1187,37.77693,"Region_09",18.82796581,"Urban","MAN_MADE",309.7252,141,"H18050004","NLA_CA-10122",47.2420148502763,4.39780109945028e-05,9.30908877063813e-07
