"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","NTL_PPM","PTL_PPB","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","TP_mol"
"964",2011180,"NLA17_WI-10025",1,"24-Jul-17",0.373,30,"PROB","UMW","Upper Midwest",-89.26935,45.86692,"Region_05",53.79553922,"Non-Urban","NATURAL",25.90559,503,"H07070003","NLA_WI-10134",27.4939035845268,2.66295423716713e-05,9.6856171368325e-07
"965",2011182,"NLA17_ME-10019",1,"24-Jul-17",0.524,14.585,"PROB","NAP","Northern Appalachians",-68.27593111,46.47467226,"Region_01",48.39694415,"Non-Urban","NATURAL",17.56286785,216,"H01010004","NLA_ME-10073",79.4463010766618,3.74098664953238e-05,4.7088241980234e-07
"966",2011183,"NLA17_SD-10097",1,"24-Jul-17",8.875,473.0925,"PROB","TPL","Temperate Plains",-97.25489,45.24669,"Region_08",30.59443514,"Non-Urban","NATURAL",53.94393,549,"H10170201","NLA_SD-10237",41.4830926830337,0.000633611765545798,1.52739760843564e-05
"967",2011184,"NLA17_NE-10002",1,"24-Jul-17",2.713,133.41875,"PROB","SPL","Southern Plains",-100.5301,42.5047,"Region_07",66.1486382,"Non-Urban","NATURAL",20.18143,887,"H10150004","NLA_NE-10016",44.9657409953244,0.000193688869850789,4.3074764379159e-06
"968",2011185,"NLA17_WA-10013",1,"24-Jul-17",0.699,31.185,"PROB","XER","Xeric",-120.1849,48.39575,"Region_10",62.09659701,"Non-Urban","NATURAL",8.691569,714,"H17020008","NLA_WA-10083",49.5655872025095,4.9903619618762e-05,1.00681990137374e-06
"969",2011186,"NLA17_MT-10007",1,"24-Jul-17",0.141,9.9925,"PROB","NPL","Northern Plains",-112.3163,47.88139,"Region_08",18.32670719,"Non-Urban","MAN_MADE",148.2741,1258,"H10030205","NLA_MT-10042",31.2028155600744,1.00663953737417e-05,3.22611764132662e-07
"970",2011187,"NLA17_MI-10010",1,"24-Jul-17",0.484,12.13625,"PROB","UMW","Upper Midwest",-84.80677,45.41361,"Region_05",64.61042882,"Urban","NATURAL",957.6001,181,"H04050001","NLA_MI-10043",88.1880370353322,3.45541514956807e-05,3.91823569922945e-07
"971",2011192,"NLA17_ID-10062",1,"24-Jul-17",0.274,18.18375,"PROB","WMT","Western Mountains",-115.4972,44.65145,"Region_10",20.47701617,"Non-Urban","NATURAL",1.258643,2071,"H17060208","NLA_ID-10189",33.3208398499471,1.95616477475548e-05,5.8706946870626e-07
"972",2011193,"NLA17_WI-10089",1,"25-Jul-17",0.207,5.49,"PROB","UMW","Upper Midwest",-89.82877,45.91586,"Region_05",49.00046501,"Non-Urban","NATURAL",14.10364,483,"H07050003","NLA_WI-10164",83.3771083959191,1.47783251231527e-05,1.77246793604035e-07
"973",2011194,"NLA17_TX-10014",1,"25-Jul-17",1.265,87.7375,"PROB","CPL","Coastal Plains",-95.90549,30.96162,"Region_06",125.1083547,"Urban","MAN_MADE",27.30399,86,"H12030202","NLA_TX-10149",31.8826270030841,9.0311986863711e-05,2.8326394451428e-06
"974",2011195,"NLA17_SD-10104",1,"25-Jul-17",5.375,464.01375,"PROB","TPL","Temperate Plains",-97.00286,45.91806,"Region_08",12.46295597,"Non-Urban","NATURAL",13.55379,349,"H09020203","NLA_SD-10244",25.6151230669462,0.000383736703077033,1.4980865095753e-05
"975",2011197,"NLA17_WA-10014",1,"25-Jul-17",0.741,36.516,"PROB","WMT","Western Mountains",-119.7766,48.23082,"Region_10",181.5608021,"Non-Urban","NATURAL",2.415809,507,"H17020005","NLA_WA-10099",44.8728690294658,5.29021203683872e-05,1.17893331789525e-06
"976",2011198,"NLA17_VT-10005",1,"25-Jul-17",0.261,12.1425,"PROB","NAP","Northern Appalachians",-71.79917,44.77784,"Region_01",83.50818802,"Non-Urban","NATURAL",9.495782,353,"H01080101","NLA_VT-10014",47.5314675464879,1.86335403726708e-05,3.92025353613295e-07
"977",2011199,"NLA17_MT-10006",1,"25-Jul-17",3.125,2169.975,"PROB","NPL","Northern Plains",-112.1683,48.89407,"Region_08",56.12138037,"Non-Urban","NATURAL",25.20793,1209,"H10050002","NLA_MT-10004",3.18452101741747,0.000223102734347112,7.00584901549937e-05
"978",2011200,"NLA17_MS-10006",1,"25-Jul-17",0.513,43.35125,"PROB","CPL","Coastal Plains",-88.5115,33.59322,"Region_04",362.6687021,"Non-Urban","MAN_MADE",2.959573,64,"H03150108","NLA_MS-10029",26.1676407508785,3.66245448704219e-05,1.39961203301037e-06
"979",2011201,"NLA17_ID-10084",1,"25-Jul-17",0.519,71.9625,"PROB","WMT","Western Mountains",-111.5055,44.4062,"Region_10",19.73757422,"Non-Urban","MAN_MADE",3058.487,1922,"H17040202","NLA_ID-10211",15.9481364823551,3.70529021203684e-05,2.3233374106977e-06
"980",2011203,"NLA17_FL-10038",1,"26-Jul-17",0.478,57.40375,"PROB","CPL","Coastal Plains",-84.43297,30.65704,"Region_04",465.4118815,"Urban","MAN_MADE",4.26381,51,"H10210001","NLA_FL-10130",18.4135048487266,3.41257942457343e-05,1.85330248239483e-06
"981",2011204,"NLA17_VT-10003",2,"26-Jul-17",0.163,2.95375,"PROB","NAP","Northern Appalachians",-71.71667,44.95559,"Region_01",21.5712315,"Non-Urban","NATURAL",177.5576,531,"H04150500","NLA_VT-10022",122.028900444258,1.16370386235454e-05,9.536297205973e-08
"982",2011205,"NLA17_WI-10109",1,"26-Jul-17",0.49,38.2,"PROB","UMW","Upper Midwest",-89.34555,46.06919,"Region_05",49.00046501,"Non-Urban","NATURAL",14.46759,508,"H07070002","NLA_WI-10184",28.3649188476442,3.49825087456272e-05,1.23330191542334e-06
"983",2011206,"NLA17_ME-10023",1,"26-Jul-17",0.466,22.37,"PROB","NAP","Northern Appalachians",-68.76859317,46.10494515,"Region_01",48.39694415,"Non-Urban","NATURAL",16.56898666,224,"H01020002","NLA_ME-10077",46.0647544899496,3.32690797458414e-05,7.22224184503143e-07
"984",2011207,"NLA17_NE-10004",1,"26-Jul-17",2.23,709.265,"PROB","SPL","Southern Plains",-100.65,42.4532,"Region_07",11.12177532,"Non-Urban","NATURAL",54.12091,905,"H10210006","NLA_NE-10088",6.95256666812575,0.000159206111230099,2.28988974618517e-05
"985",2011208,"NLA17_WA-10026",1,"26-Jul-17",1.313,81.48125,"PROB","WMT","Western Mountains",-118.2503,48.40071,"Region_10",93.28784228,"Non-Urban","NATURAL",2.0308,684,"H17020001","NLA_WA-10121",35.6332858266504,9.37388448632826e-05,2.63065397110178e-06
"986",2011209,"NLA17_MS-10002",1,"26-Jul-17",0.505,54.89375,"PROB","CPL","Coastal Plains",-90.07423,34.72223,"Region_04",3.385591167,"Urban","MAN_MADE",3907.841,65,"H09030001","NLA_MS-10004",20.343108072502,3.60534018704933e-05,1.77226615235e-06
"987",2011210,"NLA17_ID-10071",1,"26-Jul-17",0.056,14.6075,"PROB","WMT","Western Mountains",-114.8611,43.91242,"Region_10",19.73757422,"Non-Urban","NATURAL",333.9083,2139,"H17060201","NLA_ID-10198",8.47736651899961,3.99800099950025e-06,4.71608841087602e-07
"988",2011213,"NLA17_MT-10065",1,"26-Jul-17",3.213,373.69625,"PROB","NPL","Northern Plains",-109.1683,48.776,"Region_08",252.6667895,"Non-Urban","MAN_MADE",3.127161,826,"H10050008","NLA_MT-10208",19.0125694747625,0.000229385307346327,1.20649293432335e-05
"989",2011216,"NLA17_SD-10017",1,"26-Jul-17",2.185,40.354,"PROB","NPL","Northern Plains",-99.27938,45.81109,"Region_08",10.07352908,"Non-Urban","NATURAL",47.89238,580,"H10130106","NLA_SD-10115",119.732949188272,0.000155993431855501,1.3028446464658e-06
"990",2011217,"NLA17_AZ-10100",1,"26-Jul-17",0.334,9.41,"PROB","XER","Xeric",-112.2657,33.84514,"Region_09",5.65651103,"Non-Urban","MAN_MADE",31.65603,437,"H15070102","NLA_AZ-10180",78.4884353582432,2.38452202470193e-05,3.03805524191979e-07
"991",2011218,"NLA17_VT-10001",2,"27-Jul-17",0.239,5.82625,"PROB","NAP","Northern Appalachians",-71.81175,44.44696,"Region_01",9.198155402,"Non-Urban","NATURAL",82.15969,312,"H01080103","NLA_VT-10011",90.7105109598877,1.70628971228671e-05,1.88102756144901e-07
"992",2011220,"NLA17_IN-10129",1,"27-Jul-17",2.376,36.99875,"PROB","UMW","Upper Midwest",-85.05515,41.59922,"Region_05",38.0197708,"Non-Urban","NATURAL",8.770182,289,"H04050001","NLA_IN-10225",142.00649648823,0.000169629470978796,1.19451909013794e-06
"993",2011221,"NLA17_MD-10015",1,"27-Jul-17",0.329,20.0825,"PROB","CPL","Coastal Plains",-76.64456,38.48058,"Region_03",10.94613989,"Urban","MAN_MADE",6.484584,1,"H02060006","NLA_MD-10035",36.2265478466045,2.3488255872064e-05,6.48371353834796e-07
"994",2011223,"NLA17_IN-10029",1,"26-Jul-17",3.775,40.77125,"PROB","TPL","Temperate Plains",-84.96862,39.61189,"Region_05",8.046406051,"Non-Urban","MAN_MADE",72.75123,252,"H05020004","NLA_IN-10028",204.744270575043,0.000269508103091311,1.31631572563361e-06
"995",2011224,"NLA17_NH-10001",1,"27-Jul-17",0.225,17.6775,"PROB","NAP","Northern Appalachians",-71.09323,43.83668,"Region_01",90.72863115,"Non-Urban","NATURAL",12.01846,126,"H01060002","NLA_NH-10013",28.1455992998713,1.60633968729921e-05,5.70724989787855e-07
"996",2011225,"NLA17_WI-10086",1,"27-Jul-17",1.91,33.2,"PROB","UMW","Upper Midwest",-89.14452,45.14174,"Region_05",113.2937722,"Urban","NATURAL",1.902087,452,"H07070002","NLA_WI-10161",127.216695903726,0.000136360391232955,1.0718749631428e-06
"997",2011226,"NLA17_MO-10002",1,"27-Jul-17",0.761,38.24125,"PROB","TPL","Temperate Plains",-94.49779,39.41431,"Region_07",34.33003481,"Urban","MAN_MADE",3008.069,262,"H10240012","NLA_MO-10008",44.0049371776944,5.43299778682088e-05,1.23463368777965e-06
"998",2011227,"NLA17_VT-10007",1,"28-Jul-17",0.286,17.06875,"PROB","NAP","Northern Appalachians",-72.39685246,43.79541796,"Region_01",57.95085577,"Non-Urban","NATURAL",1.858446751,422,"H01080105","NLA_VT-10025",37.0521269947356,2.04183622474477e-05,5.51071258347699e-07
"999",2011230,"NLA17_IN-10134",1,"28-Jul-17",3.175,76.21625,"PROB","TPL","Temperate Plains",-85.41588,39.75722,"Region_05",85.82811419,"Non-Urban","MAN_MADE",1.020715,309,"H05120204","NLA_IN-10230",92.1181019885759,0.000226672378096666,2.46067139035037e-06
"1000",2011232,"NLA17_MD-10001",1,"26-Jul-17",0.221,3.03375,"PROB","SAP","Southern Appalachians",-78.65291,39.70337,"Region_03",1.421156708,"Urban","MAN_MADE",85.66903,355,"H02070002","NLA_MD-10010",161.087303815465,1.57778253730278e-05,9.79458032962186e-08
"1001",2011233,"NLA17_CO-10057",1,"30-Jul-17",0.87,47.865,"PROB","SPL","Southern Plains",-104.9994,40.52695,"Region_08",21.94219504,"Urban","MAN_MADE",15.83942,1478,"H10190007","NLA_CO-10105",40.1929624766343,6.2111801242236e-05,1.54534021418163e-06
"1002",2011234,"NLA17_IN-10125",1,"31-Jul-17",0.828,303.07375,"PROB","TPL","Temperate Plains",-87.18351,41.43616,"Region_05",85.82811419,"Urban","MAN_MADE",3.290653,227,"H07120004","NLA_IN-10222",6.04130611897066,5.91133004926108e-05,9.78485435574696e-06
"1003",2011235,"NLA17_VA-10013",1,"31-Jul-17",2.069,213.50375,"PROB","CPL","Coastal Plains",-77.61589,36.62833,"Region_03",17.6948878,"Non-Urban","MAN_MADE",8.693283,53,"H03010204","NLA_VA-10057",21.4290940792264,0.000147711858356536,6.89305193259334e-06
"1004",2011236,"NLA17_IN-10009",1,"28-Jul-17",0.33,23.41875,"PROB","SAP","Southern Appalachians",-86.47055,39.026,"Region_05",6.670152593,"Urban","MAN_MADE",2761.795,163,"H05020002","NLA_IN-10008",31.1601154223757,2.3559648747055e-05,7.56083487743987e-07
"1005",2011237,"NLA17_MD-10038",1,"31-Jul-17",1.786,436.71125,"PROB","CPL","Coastal Plains",-76.09442,38.72347,"Region_03",40.33872938,"Urban","MAN_MADE",4.229222,1,"H11080007","NLA_MD-10057",9.04348667484802,0.000127507674734062,1.40993932228251e-05
"1006",2011238,"NLA17_CO-10009",2,"31-Jul-17",0.384,36.02375,"PROB","WMT","Western Mountains",-107.9111,39.0367,"Region_08",173.2693429,"Non-Urban","MAN_MADE",5.726833,3098,"H14020005","NLA_CO-10053",23.5717123463658,2.74148639965731e-05,1.16304083444323e-06
"1007",2011240,"NLA17_SD-10053",1,"31-Jul-17",0.39,19.8625,"PROB","NPL","Northern Plains",-99.25761,43.4431,"Region_08",5.226077106,"Non-Urban","MAN_MADE",34308.26,413,"H10140101","NLA_SD-10157",43.4189708318366,2.78432212465196e-05,6.41268567934452e-07
"1008",2011241,"NLA17_OK-10012",1,"31-Jul-17",0.698,20.0075,"PROB","SPL","Southern Plains",-97.27031,35.83085,"Region_06",132.5595705,"Non-Urban","MAN_MADE",6.682644,309,"H11100303","NLA_OK-10124",77.1456469319971,4.9832226743771e-05,6.45949949550587e-07
"1009",2011242,"NLA17_IN-10094",1,"1-Aug-17",0.594,18.47875,"PROB","TPL","Temperate Plains",-87.50166,41.53788,"Region_05",34.64071731,"Urban","MAN_MADE",5.778607,184,"H07120006","NLA_IN-10192",71.0824983013446,4.24073677446991e-05,5.96593658890812e-07
"1010",2011243,"NLA17_ME-10016",1,"31-Jul-17",0.854,17.69625,"PROB","NAP","Northern Appalachians",-69.14686517,46.43397921,"Region_01",117.7196321,"Non-Urban","NATURAL",3.820723758,358,"H01010004","NLA_ME-10070",106.714996355209,6.09695152423788e-05,5.71330340858907e-07
"1011",2011244,"NLA17_WI-10003",1,"1-Aug-17",0.409,12.5,"PROB","TPL","Temperate Plains",-88.46216,43.09787,"Region_05",5.778723434,"Urban","NATURAL",314.7521,262,"H07100006","NLA_WI-10007",72.3539296476447,2.919968587135e-05,4.03567380701354e-07
"1012",2011245,"NLA17_VA-10009",1,"1-Aug-17",1.093,95.83375,"PROB","CPL","Coastal Plains",-76.6137,36.70332,"Region_03",425.2029992,"Urban","MAN_MADE",4.020193,8,"H02080208","NLA_VA-10038",25.2203150636485,7.80324123652459e-05,3.09403003762307e-06
"1013",2011247,"NLA17_WA-10005",1,"1-Aug-17",0.621,38.39875,"PROB","WMT","Western Mountains",-117.3185,48.15395,"Region_10",6.315645296,"Non-Urban","NATURAL",120.3691,682,"H17010308","NLA_WA-10041",35.7621270296764,4.43349753694581e-05,1.23971863677649e-06
"1014",2011248,"NLA17_OK-10002",1,"1-Aug-17",0.681,154.89,"PROB","SPL","Southern Plains",-96.29591,36.16156,"Region_06",11.10286531,"Urban","MAN_MADE",10136.04,220,"H11050003","NLA_OK-10003",9.72237930389555,4.86185478689227e-05,5.00068412774662e-06
"1015",2011249,"NLA17_ME-10021",1,"2-Aug-17",0.579,17.125,"PROB","NAP","Northern Appalachians",-70.91540632,43.83012559,"Region_01",86.318774,"Non-Urban","NATURAL",36.02238059,118,"H01060002","NLA_ME-10075",74.764737326194,4.13364746198329e-05,5.52887311560855e-07
"1016",2011250,"NLA17_VA-10015",1,"2-Aug-17",0.573,21.985,"PROB","CPL","Coastal Plains",-76.45056,37.16377,"Region_03",85.77241017,"Urban","MAN_MADE",3.00715,4,"H09020204","NLA_VA-10059",57.63376352973,4.09081173698865e-05,7.09794309177542e-07
"1017",2011251,"NLA17_VA-10019",1,"2-Aug-17",1.861,77.13125,"PROB","CPL","Coastal Plains",-76.13826,36.91971,"Region_03",4.842837068,"Urban","MAN_MADE",11.14559,0,"H02080108","NLA_VA-10063",53.3537355352819,0.000132862140358392,2.49021252261771e-06
"1018",2011252,"NLA17_WI-10001",2,"2-Aug-17",0.91,68.6,"PROB","TPL","Temperate Plains",-89.2538,42.96456,"Region_05",5.778723434,"Urban","NATURAL",1293.361,256,"H07060005","NLA_WI-10025",29.3336499369849,6.49675162418791e-05,2.21477778528903e-06
"1019",2011253,"NLA17_SD-10006",1,"2-Aug-17",1.359,71.45,"PROB","NPL","Northern Plains",-99.64104,45.77203,"Region_08",8.018691869,"Non-Urban","NATURAL",57.76213,562,"H10130106","NLA_SD-10031",42.0596884955323,9.70229171128721e-05,2.30679114808894e-06
"1020",2011254,"NLA17_WA-10023",1,"2-Aug-17",1.216,80.475,"PROB","XER","Xeric",-117.8026,47.37711,"Region_10",5.388973347,"Non-Urban","MAN_MADE",20.07901,612,"H17060108","NLA_WA-10118",33.4134575543347,8.68137359891483e-05,2.59816679695532e-06
"1021",2011255,"NLA17_IN-10067",1,"2-Aug-17",1.044,17.93625,"PROB","TPL","Temperate Plains",-84.90757,41.52798,"Region_05",34.64071731,"Non-Urban","NATURAL",6.397702,269,"H04100003","NLA_IN-10166",128.711596835064,7.45341614906832e-05,5.79078834568373e-07
"1022",2011256,"NLA17_FL-10015",1,"2-Aug-17",1.405,74.92625,"PROB","CPL","Coastal Plains",-82.02308,26.94674,"Region_04",757.3332644,"Urban","MAN_MADE",1.448865,0,"H10160004","NLA_FL-10115",41.4659056772333,0.000100306989362462,2.41902323666199e-06
"1023",2011257,"NLA17_NH-10006",1,"2-Aug-17",0.279,8.0075,"PROB","NAP","Northern Appalachians",-71.13569463,43.96937049,"Region_01",7.148709134,"Non-Urban","NATURAL",47.5243835,139,"H01060002","NLA_NH-10027",77.0470622807503,1.99186121225102e-05,2.58525264077287e-07
"1024",2011258,"NLA17_IN-10120",1,"3-Aug-17",1.345,52.0875,"PROB","UMW","Upper Midwest",-85.41727,41.33684,"Region_05",38.0197708,"Non-Urban","NATURAL",5.603834,272,"H04050001","NLA_IN-10217",57.1001960191833,9.60234168629971e-05,1.68166527538254e-06
"1025",2011259,"NLA17_ME-10011",1,"3-Aug-17",0.588,36.00375,"PROB","NAP","Northern Appalachians",-70.60856,43.76838,"Region_01",154.4941468,"Non-Urban","NATURAL",18.17224,92,"H01060002","NLA_ME-10066",36.1142347665455,4.19790104947526e-05,1.16239512663411e-06
"1026",2011260,"NLA17_IN-10026",1,"3-Aug-17",1.708,167.74,"PROB","TPL","Temperate Plains",-85.56348,39.77904,"Region_05",34.64071731,"Urban","MAN_MADE",7.32747,281,"H05120204","NLA_IN-10162",22.5164570674958,0.000121939030484758,5.41555139510761e-06
"1027",2011261,"NLA17_ID-10006",1,"3-Aug-17",0.726,43.23875,"PROB","WMT","Western Mountains",-116.0927,48.75668,"Region_10",22.95315481,"Non-Urban","NATURAL",21.50993,803,"H17010104","NLA_ID-10063",37.1289201631656,5.18312272435211e-05,1.39597992658405e-06
"1028",2011262,"NLA17_ID-10017",1,"3-Aug-17",0.408,15.98875,"PROB","WMT","Western Mountains",-116.8756,47.88285,"Region_10",19.73757422,"Urban","NATURAL",157.7361,705,"H17010305","NLA_ID-10031",56.4279768385417,2.9128292996359e-05,5.16203036655102e-07
"1029",2011264,"NLA17_ID-10086",1,"3-Aug-17",0.6,22.51125,"PROB","WMT","Western Mountains",-116.1086,48.72519,"Region_10",11.6948133,"Non-Urban","NATURAL",8.69228,759,"H17010104","NLA_ID-10213",58.9386884778025,4.28357249946455e-05,7.26784495905069e-07
"1030",2011265,"NLA17_ID-10004",1,"4-Aug-17",0.329,27.06,"PROB","WMT","Western Mountains",-116.6019,47.46649,"Region_10",24.48826697,"Non-Urban","NATURAL",399.5961,650,"H17010303","NLA_ID-10016",26.8854267231868,2.3488255872064e-05,8.73642665742291e-07
"1031",2011273,"NLA17_OR-10154",1,"31-Jul-17",0.9925,90,"PROB","WMT","Western Mountains",-123.1486,44.08641,"Region_10",42.65136929,"Urban","MAN_MADE",1.832108,117,"H17090003","NLA_OR-10248",24.38579026599,7.08574284286428e-05,2.90568514104975e-06
"1032",2011274,"NLA17_IN-10140",1,"7-Aug-17",0.511,28.41375,"PROB","TPL","Temperate Plains",-87.97929,38.05021,"Region_05",34.64071731,"Non-Urban","MAN_MADE",4.781196,135,"H05120101","NLA_IN-10236",39.7686797506442,3.64817591204398e-05,9.17349013072248e-07
"1033",2011275,"NLA17_ID-10003",1,"6-Aug-17",0.358,12.01125,"PROB","WMT","Western Mountains",-116.8242,48.4584,"Region_10",22.23941924,"Non-Urban","NATURAL",70.50085,761,"H17010215","NLA_ID-10062",65.9088370286944,2.55586492468052e-05,3.87787896115931e-07
"1034",2011276,"NLA17_ID-10054",1,"7-Aug-17",0.855,30.8575,"PROB","WMT","Western Mountains",-116.9714,48.59713,"Region_10",20.47701617,"Non-Urban","NATURAL",1.165975,799,"H17010215","NLA_ID-10181",61.2708923331184,6.10409081173699e-05,9.96246435999363e-07
"1035",2011279,"NLA17_NH-10002",1,"7-Aug-17",0.351,15.53,"PROB","NAP","Northern Appalachians",-71.13459,44.8402,"Region_01",90.72863115,"Non-Urban","NATURAL",13.10744,444,"H01040001","NLA_NH-10007",49.9786463189066,2.50588991218676e-05,5.01392113783362e-07
"1036",2011280,"NLA17_MI-10134",1,"8-Aug-17",0.579,12.25,"PROB","UMW","Upper Midwest",-85.35632,43.11824,"Region_05",58.01738359,"Non-Urban","NATURAL",5.564701,263,"H04050006","NLA_MI-10226",104.518051160088,4.13364746198329e-05,3.95496033087327e-07
"1037",2011281,"NLA17_IL-10012",1,"8-Aug-17",0.811,37.7575,"PROB","TPL","Temperate Plains",-90.09147,40.97766,"Region_05",25.33430259,"Non-Urban","MAN_MADE",12.51258,225,"H07130002","NLA_IL-10056",47.4970297229115,5.78996216177625e-05,1.21901563014651e-06
"1038",2011282,"NLA17_ME-10001",2,"8-Aug-17",0.249,4.23,"PROB","NAP","Northern Appalachians",-68.22616,44.87848,"Region_01",27.48412701,"Non-Urban","NATURAL",103.9488,98,"H01050002","NLA_ME-10039",130.169071788017,1.77768258727779e-05,1.36567201629338e-07
"1039",2011283,"NLA17_IN-10108",1,"8-Aug-17",0.611,30.57125,"PROB","TPL","Temperate Plains",-87.05558,38.32512,"Region_05",85.82811419,"Non-Urban","MAN_MADE",1.612381,148,"H05120104","NLA_IN-10205",44.1953769014196,4.36210466195474e-05,9.87004742981302e-07
"1040",2011284,"NLA17_WI-10072",1,"8-Aug-17",0.45,20.6,"PROB","UMW","Upper Midwest",-91.90127,45.58092,"Region_05",53.79553922,"Non-Urban","NATURAL",29.78937,385,"H07050007","NLA_WI-10145",48.3052263712111,3.21267937459842e-05,6.65079043395832e-07
"1041",2011286,"NLA17_MI-10023",1,"8-Aug-17",0.815,21.87,"PROB","UMW","Upper Midwest",-85.2114,43.79752,"Region_05",70.52759862,"Non-Urban","NATURAL",2.998007,339,"H04080201","NLA_MI-10149",82.4057761059048,5.81851931177268e-05,7.06081489275089e-07
"1042",2011289,"NLA17_ME-10002",1,"7-Aug-17",0.158,3.315,"PROB","NAP","Northern Appalachians",-67.69865,44.76672,"Region_01",24.96015842,"Non-Urban","NATURAL",83.44654,69,"H01050002","NLA_ME-10031",105.395576197766,1.128007424859e-05,1.07026069361999e-07
"1043",2011290,"NLA17_ID-10012",1,"8-Aug-17",0.12,9.9325,"PROB","WMT","Western Mountains",-115.7308,47.51656,"Region_10",77.53863223,"Non-Urban","NATURAL",7.530982,1710,"H17010302","NLA_ID-10129",26.7160040472375,8.56714499892911e-06,3.20674640705296e-07
"1044",2011291,"NLA17_OR-10037",1,"8-Aug-17",0.108,3.33125,"HAND","WMT","Western Mountains",-121.7845,44.77871,"Region_10",0,"Non-Urban","NATURAL",6.465989,1621,"H17070306","NLA_OR-10127",71.6911187029696,7.7104304990362e-06,1.07550706956911e-07
"1045",2011292,"NLA17_IN-10089",1,"9-Aug-17",0.605,21.3375,"PROB","TPL","Temperate Plains",-85.18936,39.06945,"Region_05",85.82811419,"Non-Urban","MAN_MADE",1.44123,297,"H05090203","NLA_IN-10187",62.6990078775659,4.31926893696009e-05,6.88889518857211e-07
"1046",2011293,"NLA17_IL-10004",2,"9-Aug-17",0.33,8.53,"PROB","TPL","Temperate Plains",-90.14863,40.51208,"Region_05",5.45340421,"Non-Urban","MAN_MADE",72.90325,196,"H07070005","NLA_IL-10042",85.5487635460448,2.3559648747055e-05,2.75394380590604e-07
"1047",2011294,"NLA17_OK-10003",1,"9-Aug-17",0.675,98.37875,"PROB","SPL","Southern Plains",-97.67806,35.49939,"Region_06",19.61112779,"Urban","MAN_MADE",637.1499,378,"H11100301","NLA_OK-10090",15.1722957942688,4.81901906189762e-05,3.17619635633387e-06
"1048",2011295,"NLA17_IN-10012",1,"9-Aug-17",1.3,52.13,"PROB","TPL","Temperate Plains",-86.30452,39.83839,"Region_05",34.69029881,"Urban","MAN_MADE",473.5329,245,"H05120209","NLA_IN-10111",55.1447859931808,9.28107374883987e-05,1.68303740447693e-06
"1049",2011296,"NLA17_MI-10016",1,"9-Aug-17",0.465,9.09875,"PROB","UMW","Upper Midwest",-85,43.95692,"Region_05",255.031312,"Non-Urban","NATURAL",25.87205,328,"H04060102","NLA_MI-10096",113.010825885077,3.31976868708503e-05,2.93756696412516e-07
"1050",2011297,"NLA17_WI-10004",1,"9-Aug-17",0.187,10.6,"PROB","UMW","Upper Midwest",-92.56407,45.3155,"Region_05",116.5642618,"Non-Urban","NATURAL",26.13307,286,"H07020001","NLA_WI-10040",39.0107742195344,1.33504676233312e-05,3.42225138834748e-07
"1051",2011298,"NLA17_WA-10025",1,"9-Aug-17",0.788,64.90125,"PROB","XER","Xeric",-119.2563,46.95433,"Region_10",37.03932347,"Non-Urban","MAN_MADE",2.006683,275,"H17020015","NLA_WA-10120",26.8486209994618,5.62575854929678e-05,2.0953621973395e-06
"1052",2011299,"NLA17_OR-10106",1,"9-Aug-17",0.171,7.505,"HAND","WMT","Western Mountains",-121.8939,43.81946,"Region_10",0,"Non-Urban","NATURAL",20.91094,1493,"H17070301","NLA_OR-10002",50.3841854808581,1.2208181623474e-05,2.42301855373093e-07
"1053",2011300,"NLA17_IN-10139",1,"10-Aug-17",1.85,222.2225,"PROB","TPL","Temperate Plains",-85.82827,38.84259,"Region_05",34.64071731,"Non-Urban","MAN_MADE",4.492443,170,"H05120207","NLA_IN-10235",18.4090987586951,0.00013207681873349,7.17454018063253e-06
"1054",2011302,"NLA17_ME-10018",1,"10-Aug-17",0.45,26.4875,"PROB","NAP","Northern Appalachians",-69.28787409,44.0685677,"Region_01",86.318774,"Non-Urban","NATURAL",33.70013692,39,"H01050003","NLA_ME-10072",37.568198706822,3.21267937459842e-05,8.55159279706169e-07
"1055",2011303,"NLA17_VA-10037",1,"10-Aug-17",0.228,31.3925,"PROB","SAP","Southern Appalachians",-79.97966,36.64407,"Region_03",197.6851225,"Non-Urban","MAN_MADE",1.85585,276,"H03010103","NLA_VA-10070",16.0604523175425,1.62775754979653e-05,1.01351911989338e-06
"1056",2011304,"NLA17_WI-10066",1,"10-Aug-17",0.818,10.7,"PROB","TPL","Temperate Plains",-88.3948,43.73223,"Region_05",67.42055614,"Urban","NATURAL",35.09967,262,"H04030203","NLA_WI-10139",169.051237494497,5.83993717427001e-05,3.45453677880359e-07
"1057",2011305,"NLA17_IN-10085",1,"10-Aug-17",0.948,52.91375,"PROB","SAP","Southern Appalachians",-86.77643,38.25519,"Region_05",34.83971846,"Non-Urban","MAN_MADE",14.16592,147,"H05140201","NLA_IN-10183",39.6176421170975,6.76804454915399e-05,1.7083410792469e-06
"1058",2011309,"NLA17_OR-10153",1,"9-Aug-17",0.2525,10,"PROB","WMT","Western Mountains",-122.2391,42.51817,"Region_10",3.780389736,"Non-Urban","NATURAL",17.90618,1804,"H17100307","NLA_OR-10247",55.8354744377454,1.80267009352467e-05,3.22853904561083e-07
