"","VISIT_ID","NTL_PPM","PTL_PPB","SITE_ID","VISIT_NO","DATE_COL","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","AGGR_ECO9_2015","CHLA_COND","NTL_COND","PTL_COND","TROPHIC_STATE","tn.tp","TN_mol","TP_mol"
"277",6555,0.56,5,"NLA12_OK-108",1,"6/11/2012","PROB",-96.31116548,35.52319529,"Region_6",2.684319352,"No","MAN_MADE",285.7856406,236.95,11100303,"NLA_OK-10008","SPL","Good","Good","Good","Mesotrophic",247.666262852574,3.99800099950025e-05,1.61426952280542e-07
"278",6556,1.63,150,"NLA12_OK-135",1,"6/11/2012","PROB",-95.92927589,35.41220255,"Region_6",0.298382086,"Yes","MAN_MADE",204.276484,201.28,11100303,"NLA_OK-10101","SPL","Good","Poor","Poor","Mesotrophic",24.0295243124819,0.000116370386235454,4.84280856841625e-06
"279",6558,0.731,77.7,"NLA12_CA-174",1,"6/11/2012","PROB",-121.6012966,37.91390879,"Region_9",17.23202013,"Yes","MAN_MADE",15.33535344,0,18040003,"NLA_CA-10108","XER","Poor","Fair","Fair","Mesotrophic",20.8039205443592,5.21881916184765e-05,2.50857483843962e-06
"280",6559,0.0626,62.6,"NLA12_CA-116",1,"6/12/2012","PROB",-122.3816476,41.22806098,"Region_9",17.23202013,"No","NATURAL",19.58614266,1658,18020005,"NLA_CA-10051","WMT","Good","Good","Poor","Oligotrophic",2.21130591832655,4.46919397444135e-06,2.02106544255238e-06
"281",6564,0.606,37,"NLA12_KS-R08",1,"6/13/2012","HAND",-95.97942873,38.79133099,"Region_7",NA,"No","MAN_MADE",10.94023339,346.43,10290101,"NLA_KS-10002",NA,NA,NA,NA,NA,36.2176050406997,4.3264082244592e-05,1.19455944687601e-06
"282",6566,1.956,203,"NLA12_ND-110",1,"6/13/2012","PROB",-101.5132965,47.86474239,"Region_8",53.55610752,"No","NATURAL",52.49487137,621.61,10110101,"NLA_ND-10047","NPL","Good","Poor","Poor","Mesotrophic",21.3069673706736,0.000139644463482544,6.55393426258999e-06
"283",6568,0.49,27,"NLA12_VA-125",1,"6/13/2012","PROB",-80.39017008,36.67434057,"Region_3",11.98298551,"No","MAN_MADE",50.48571575,769.75,3010103,"NLA_VA-10050","SAP","Poor","Poor","Fair","Mesotrophic",40.131107406667,3.49825087456272e-05,8.71705542314925e-07
"284",6570,1.409,190,"NLA12_KS-105",1,"6/13/2012","PROB",-98.26098551,37.65556473,"Region_7",17.31073011,"No","MAN_MADE",56.79395135,479.33,11030015,"NLA_KS-10012","SPL","Good","Poor","Poor","Hypereutrophic",16.3985791522216,0.000100592560862426,6.13422418666058e-06
"285",6571,0.409,24,"NLA12_IL-R03",1,"6/13/2012","HAND",-88.32581739,37.48284122,"Region_5",NA,"No","MAN_MADE",5.060625632,122.52,5140203,"NLA_IL-10033",NA,NA,NA,NA,NA,37.6843383581483,2.919968587135e-05,7.748493709466e-07
"286",6572,1.453,361,"NLA12_LA-101",1,"6/12/2012","PROB",-91.50773471,31.66739711,"Region_6",5.970162918,"Yes","NATURAL",460.2092131,15.17,8040306,"NLA_LA-10002","CPL","Good","Poor","Poor","Hypereutrophic",8.9003531837354,0.000103733847362033,1.16550259546551e-05
"287",6574,4.638,272,"NLA12_MN-137",1,"6/13/2012","PROB",-96.01183873,47.11718744,"Region_5",33.32705007,"No","NATURAL",15.27083539,374.33,9020108,"NLA_MN-10097","TPL","Good","Poor","Poor","Hypereutrophic",37.7060178279358,0.00033112015420861,8.78162620406147e-06
"288",6575,1.855,96,"NLA12_UT-109",1,"6/12/2012","PROB",-109.183908,40.72381895,"Region_8",25.05173511,"No","MAN_MADE",43.28528102,2184,14040106,"NLA_UT-10055","XER","Good","Poor","Poor","Hypereutrophic",42.7288799843307,0.000132433783108446,3.0993974837864e-06
"289",6576,0.429,55,"NLA12_NY-0104",1,"6/13/2012","PROB",-73.42646982,43.62876093,"Region_2",73.92562962,"Yes","NATURAL",16.58048325,28.85,2010008,"NLA_NY-10026","NAP","Fair","Fair","Poor","Mesotrophic",17.2481861629471,3.06275433711716e-05,1.77569647508596e-06
"290",6577,1.958,88,"NLA12_ND-162",1,"6/13/2012","PROB",-99.92530218,48.55085513,"Region_8",67.92349821,"No","NATURAL",41.83065494,485.31,9010004,"NLA_ND-10102","TPL","Fair","Poor","Poor","Eutrophic",49.2015566827658,0.000139787249232527,2.84111436013753e-06
"291",6584,0.775,71,"NLA12_KS-R07",1,"6/14/2012","HAND",-96.79578267,37.10220721,"Region_7",NA,"No","MAN_MADE",28.55816947,353.39,11060001,"NLA_KS-10001",NA,NA,NA,NA,NA,24.1374941789166,5.53294781180838e-05,2.29226272238369e-06
"292",6585,1.674,76,"NLA12_GA-107",1,"6/13/2012","PROB",-83.96692927,32.63881298,"Region_4",1458.2,"No","MAN_MADE",2.44459094,130.95,3130005,"NLA_GA-10028","CPL","Fair","Poor","Poor","Hypereutrophic",48.7069224641927,0.000119511672735061,2.45368967466423e-06
"293",6586,1.264,204,"NLA12_TX-121",1,"6/13/2012","PROB",-96.06449217,31.7872742,"Region_6",22.92651159,"Yes","MAN_MADE",852.4902475,91.44,12030201,"NLA_TX-10101","CPL","Poor","Poor","Poor","Hypereutrophic",13.7014249057096,9.02405939887199e-05,6.5862196530461e-06
"294",6587,0.371,35,"NLA12_VA-114",1,"6/14/2012","PROB",-78.42805404,37.97534621,"Region_3",581.6,"No","MAN_MADE",1.104430042,115.74,2080204,"NLA_VA-10040","SAP","Good","Fair","Poor","Eutrophic",23.4398427342614,2.64867566216892e-05,1.12998866596379e-06
"295",6590,0.153,14,"NLA12_WV-106",1,"6/13/2012","PROB",-80.42780497,38.94576507,"Region_3",10.01662192,"Yes","MAN_MADE",1556.199107,323.3,5020002,"NLA_WV-10017","SAP","Good","Good","Good","Oligotrophic",24.1664146788545,1.09231098736346e-05,4.51995466385517e-07
"296",6594,0.95,51,"NLA12_ND-178",1,"6/14/2012","PROB",-99.83321117,48.95477319,"Region_8",67.92349821,"No","NATURAL",38.29298202,650.57,9020313,"NLA_ND-10118","TPL","Fair","Good","Fair","Mesotrophic",41.1909925962789,6.78232312415221e-05,1.64655491326152e-06
"297",6596,0.137,11.6,"NLA12_CA-132",1,"6/13/2012","PROB",-122.6943291,40.50757762,"Region_9",13.63456264,"No","MAN_MADE",36.17217915,613.92,18020113,"NLA_CA-10067","WMT","Poor","Good","Good","Mesotrophic",26.1162854147188,9.7808238737774e-06,3.74510529290857e-07
"298",6599,1.953,138,"NLA12_ND-163",1,"6/14/2012","PROB",-104.028258,46.54392165,"Region_8",146.2371257,"No","MAN_MADE",3.787580957,907.4,10110203,"NLA_ND-10103","NPL","Good","Poor","Poor","Eutrophic",31.2947859310997,0.000139430284857571,4.45538388294295e-06
"299",6601,0.225,18,"NLA12_NH-104",1,"6/14/2012","PROB",-72.08689779,43.14263278,"Region_1",62.80328308,"Yes","NATURAL",300.8288587,395,1070003,"NLA_NH-10016","NAP","Fair","Good","Fair","Mesotrophic",27.6413239790819,1.60633968729921e-05,5.8113702820995e-07
"300",6602,4.063,98,"NLA12_MN-107",1,"6/13/2012","PROB",-94.16285979,45.10841972,"Region_5",8.464641162,"Yes","NATURAL",219.651007,294.56,7010204,"NLA_MN-10035","UMW","Good","Poor","Poor","Hypereutrophic",91.6789382261304,0.000290069251088741,3.16396826469862e-06
"301",6603,0.795,198,"NLA12_LA-134",1,"6/14/2012","PROB",-92.79850122,29.87714604,"Region_6",71.08231658,"Yes","NATURAL",16236.20987,0,8080202,"NLA_LA-10099","CPL","Poor","Fair","Poor","Eutrophic",8.87872830843236,5.67573356179053e-05,6.39250731030945e-06
"302",6604,2.234,144,"NLA12_IA-101",1,"6/14/2012","PROB",-94.65034846,43.15573772,"Region_7",13.55281114,"Yes","NATURAL",362.6214389,372.61,7100002,"NLA_IA-10021","TPL","Poor","Poor","Poor","Hypereutrophic",34.3059543162605,0.000159491682730064,4.6490962256796e-06
"303",6606,0.885,53,"NLA12_KS-102",1,"6/12/2012","PROB",-99.78483802,37.39088653,"Region_7",19.06118913,"No","MAN_MADE",127.3005653,685.82,11040008,"NLA_KS-10041","SPL","Poor","Poor","Fair","Eutrophic",36.9246365607358,6.31826943671022e-05,1.71112569417374e-06
"304",6608,0.365,41,"NLA12_TX-R02",1,"6/13/2012","HAND",-94.14304379,31.11366834,"Region_6",NA,"No","MAN_MADE",45650.69086,49.99,12020005,"NLA_TX-10035",NA,NA,NA,NA,NA,19.6860161021754,2.60583993717427e-05,1.32370100870044e-06
"305",6609,0.678,103,"NLA12_KS-124",1,"6/14/2012","PROB",-96.84852194,37.3942844,"Region_7",21.58839317,"No","MAN_MADE",20.08173323,397.9,11030018,"NLA_KS-10059","TPL","Fair","Good","Poor","Eutrophic",14.5559748798583,4.84043692439495e-05,3.32539521697916e-06
"306",6612,0.355,51,"NLA12_AZ-101",2,"6/14/2012","PROB",-111.5241427,33.5692971,"Region_9",7.156067619,"No","MAN_MADE",373.4884097,459,15060106,"NLA_AZ-10016",NA,NA,NA,NA,NA,15.3924235491358,2.53444706218319e-05,1.64655491326152e-06
"307",6613,0.328,25,"NLA12_KS-R11",1,"6/15/2012","HAND",-96.18525789,37.23385644,"Region_7",NA,"No","MAN_MADE",173.9722505,266.84,11070106,"NLA_KS-10009",NA,NA,NA,NA,NA,29.0123336484443,2.34168629970729e-05,8.07134761402708e-07
"308",6614,0.326,27,"NLA12_MO-119",1,"6/14/2012","PROB",-93.877775,38.43441184,"Region_7",299.440943,"No","MAN_MADE",8.855996022,230.87,10290108,"NLA_MO-10053","TPL","Poor","Good","Good","Mesotrophic",26.6994714583132,2.32740772470907e-05,8.71705542314925e-07
"309",6617,0.573,43,"NLA12_NV-127",1,"6/12/2012","PROB",-115.7220267,41.75740963,"Region_9",2.307668761,"No","MAN_MADE",23.63513802,2089.15,17050104,"NLA_NV-10097","XER","Good","Fair","Good","Oligotrophic",29.4669370046771,4.09081173698865e-05,1.38827178961266e-06
"310",6618,0.845,150,"NLA12_NV-167",1,"6/14/2012","PROB",-115.8922956,41.19805974,"Region_9",4.087870376,"No","MAN_MADE",4.956316925,1814.22,16040102,"NLA_NV-10134","XER","Good","Poor","Poor","Oligotrophic",12.4570233399062,6.03269793674591e-05,4.84280856841625e-06
"311",6622,0.47,30,"NLA12_TX-144",1,"6/14/2012","PROB",-97.70249202,31.88917209,"Region_6",24.85716519,"No","MAN_MADE",20.72777243,290.04,12060204,"NLA_TX-10123","SPL","Good","Good","Good","Mesotrophic",34.6437927204493,3.35546512458057e-05,9.6856171368325e-07
"312",6628,0.538,112,"NLA12_LA-102",1,"6/17/2012","PROB",-92.72750943,31.3826592,"Region_6",117.2034448,"No","MAN_MADE",1181.521367,30.36,11140207,"NLA_LA-10068","CPL","Fair","Fair","Poor","Eutrophic",10.6221659291043,3.84093667451988e-05,3.61596373108413e-06
"313",6633,0.596,19,"NLA12_WI-R06",1,"6/18/2012","HAND",-89.55280909,46.13856683,"Region_5",NA,"No","NATURAL",48.37396564,500.5,7050002,"NLA_WI-10002",NA,NA,NA,NA,NA,69.3651751222434,4.25501534946812e-05,6.13422418666058e-07
"314",6634,1.758,293,"NLA12_SD-168",1,"6/18/2012","PROB",-102.4051988,45.46848158,"Region_8",3.685285196,"No","MAN_MADE",55.00620242,794.45,10130306,"NLA_SD-10142","NPL","Good","Poor","Poor","Eutrophic",13.2678355099593,0.000125508674234311,9.45961940363974e-06
"315",6636,1.194,68,"NLA12_ND-186",1,"6/18/2012","PROB",-103.6650787,48.57418374,"Region_8",14.22247897,"No","NATURAL",31.25340549,603.67,10110102,"NLA_ND-10126","NPL","Good","Fair","Good","Eutrophic",38.8279303894397,8.52430927393446e-05,2.19540655101537e-06
"316",6642,0.0698,4.1,"NLA12_CA-157",1,"6/18/2012","PROB",-120.4335059,37.3732653,"Region_9",20.86922853,"Yes","MAN_MADE",168.429028,76.93,18040001,"NLA_CA-10092","XER","Good","Good","Good","Mesotrophic",37.6461349022423,4.9832226743771e-06,1.32370100870044e-07
"317",6643,0.358,68,"NLA12_LA-105",1,"6/18/2012","PROB",-92.73712184,31.31650271,"Region_6",5.970162918,"No","MAN_MADE",652.3204489,30.12,11140207,"NLA_LA-10047","CPL","Fair","Good","Poor","Eutrophic",11.6418752758957,2.55586492468052e-05,2.19540655101537e-06
"318",6644,0.615,55,"NLA12_LA-161",1,"6/18/2012","PROB",-92.68523484,31.49306187,"Region_6",50.03298042,"Yes","NATURAL",27.34948818,23.19,11140207,"NLA_LA-10126","CPL","Fair","Fair","Poor","Eutrophic",24.726420723106,4.39066181195117e-05,1.77569647508596e-06
"319",6645,6.788,603,"NLA12_ND-108",1,"6/18/2012","PROB",-99.50350622,46.36670421,"Region_8",58.97169537,"No","NATURAL",103.3136406,600.25,10130104,"NLA_ND-10002","NPL","Good","Poor","Poor","Hypereutrophic",24.8927770706478,0.000484614835439423,1.94680904450333e-05
"320",6646,0.95,87,"NLA12_OK-134",1,"6/18/2012","PROB",-96.1029813,36.93107268,"Region_6",0.298382086,"No","MAN_MADE",1245.389041,223.61,11070106,"NLA_OK-10100","SPL","Good","Poor","Poor","Eutrophic",24.1464439357497,6.78232312415221e-05,2.80882896968142e-06
"321",6647,0.436,26,"NLA12_TX-165",1,"6/18/2012","PROB",-95.63207419,33.83357441,"Region_6",22.92651159,"No","MAN_MADE",2386.696493,137.5,11140101,"NLA_TX-10144","CPL","Poor","Good","Good","Eutrophic",37.0818992457837,3.11272934961091e-05,8.39420151858817e-07
"322",6654,3.088,751,"NLA12_ND-126",1,"6/19/2012","PROB",-102.9425695,48.74897872,"Region_8",23.47027919,"No","NATURAL",13.18466442,737.04,9010001,"NLA_ND-10066","NPL","Good","Poor","Poor","Hypereutrophic",9.09256015418427,0.000220461197972442,2.42463282325374e-05
"323",6656,2.003,801,"NLA12_KS-101",1,"6/19/2012","PROB",-97.37485967,39.33209745,"Region_7",70.9791242,"No","MAN_MADE",10.23476444,415.33,10250017,"NLA_KS-10021","SPL","Good","Poor","Poor","Mesotrophic",5.52964513658937,0.000142999928607125,2.58605977553428e-05
"324",6659,0.334,12.3,"NLA12_CA-121",1,"6/19/2012","PROB",-118.9092314,36.08284307,"Region_9",20.86922853,"No","MAN_MADE",1005.9283,199.55,18030006,"NLA_CA-10056","XER","Good","Good","Good","Mesotrophic",60.0468436358592,2.38452202470193e-05,3.97110302610132e-07
"325",6660,0.763,59,"NLA12_IA-109",1,"6/18/2012","PROB",-95.19385604,43.48048198,"Region_7",6.018682365,"No","NATURAL",51.59235412,429.62,10230003,"NLA_IA-10044","TPL","Poor","Good","Fair","Mesotrophic",28.5970578929349,5.44727636181909e-05,1.90483803691039e-06
"326",6661,0.708,215,"NLA12_LA-103",1,"6/19/2012","PROB",-92.44030014,30.53687948,"Region_6",900.806465,"Yes","MAN_MADE",36.97062076,12.19,8080201,"NLA_LA-10059","CPL","Poor","Fair","Poor","Eutrophic",7.28188181476836,5.05461554936817e-05,6.94135894806329e-06
"327",6662,0.708,45,"NLA12_LA-152",1,"6/19/2012","PROB",-92.48221774,30.8320389,"Region_6",71.08231658,"No","MAN_MADE",149.7906972,29.46,8080201,"NLA_LA-10117","CPL","Poor","Fair","Fair","Hypereutrophic",34.7912131150044,5.05461554936817e-05,1.45284257052487e-06
"328",6663,0.503,44,"NLA12_MN-102",1,"6/19/2012","PROB",-92.00102773,47.06932181,"Region_5",427.097736,"No","NATURAL",39.88678068,428.28,4010202,"NLA_MN-10074","UMW","Good","Good","Poor","Mesotrophic",25.2792472026876,3.59106161205112e-05,1.42055718006877e-06
"329",6664,0.574,43,"NLA12_MT-109",1,"6/19/2012","PROB",-107.5492524,48.49534907,"Region_8",4.68185044,"No","MAN_MADE",1665.989451,677.97,10050004,"NLA_MT-10013","NPL","Good","Good","Good","Mesotrophic",29.5183627237079,4.09795102448776e-05,1.38827178961266e-06
"330",6665,0.291,23,"NLA12_UT-105",1,"6/19/2012","PROB",-111.4050319,40.942526,"Region_8",5.518387688,"No","MAN_MADE",536.6413991,1695,16020101,"NLA_UT-10044","WMT","Fair","Fair","Good","Mesotrophic",27.9778270536098,2.07753266224031e-05,7.42563980490492e-07
"331",6666,1.656,239,"NLA12_TX-117",1,"6/19/2012","PROB",-95.73801377,33.06712109,"Region_6",24.85716519,"No","MAN_MADE",14.71439965,148.99,12010003,"NLA_TX-10097","CPL","Poor","Poor","Poor","Hypereutrophic",15.3218518859781,0.000118226600985222,7.71620831900989e-06
"332",6667,0.195,21,"NLA12_OR-110",1,"6/18/2012","PROB",-123.2640104,43.37681333,"Region_10",14.60346988,"Yes","MAN_MADE",52.66160395,207.02,17100301,"NLA_OR-10020","WMT","Poor","Good","Good","Mesotrophic",20.5335549558894,1.39216106232598e-05,6.77993199578275e-07
"333",6668,0.65,30,"NLA12_OK-120",1,"6/19/2012","PROB",-96.04758798,36.82300133,"Region_6",2.684319352,"Yes","MAN_MADE",103.4516931,230.56,11070106,"NLA_OK-10091","SPL","Good","Good","Good","Eutrophic",47.9116282304086,4.64053687441993e-05,9.6856171368325e-07
"334",6669,0.56,5,"NLA12_OK-104",1,"6/19/2012","PROB",-96.26625326,36.38379515,"Region_6",6.601996359,"No","MAN_MADE",4212.857956,217.74,11070107,"NLA_OK-10012","SPL","Good","Good","Good","Mesotrophic",247.666262852574,3.99800099950025e-05,1.61426952280542e-07
"335",6670,0.145,22,"NLA12_NH-101",1,"6/19/2012","PROB",-71.09323178,43.83668383,"Region_1",187.0910369,"No","NATURAL",12.01846407,124.81,1060002,"NLA_NH-10013","NAP","Good","Good","Fair","Mesotrophic",14.5745162798795,1.0351966873706e-05,7.10278590034383e-07
"336",6680,0.496,23,"NLA12_MI-R08",1,"6/20/2012","HAND",-88.72244848,46.38091128,"Region_5",NA,"No","NATURAL",65.0473118,474.1,4020102,"NLA_MI-10003",NA,NA,NA,NA,NA,47.68729284739,3.54108659955736e-05,7.42563980490492e-07
"337",6683,1.555,70,"NLA12_SD-172",1,"6/20/2012","PROB",-103.0033176,44.87090089,"Region_8",41.84216115,"No","MAN_MADE",4.625206667,848.01,10120113,"NLA_SD-10146","NPL","Good","Fair","Fair","Mesotrophic",49.122581471397,0.000111015920611123,2.25997733192758e-06
"338",6684,2.693,236,"NLA12_SD-124",1,"6/19/2012","PROB",-103.7050696,45.87066253,"Region_8",148.3322364,"No","MAN_MADE",2.616327031,955.26,10130302,"NLA_SD-10098","NPL","Good","Poor","Poor","Hypereutrophic",25.2332493137856,0.000192261012350967,7.61935214764157e-06
"339",6685,0.851,68,"NLA12_SD-140",1,"6/19/2012","PROB",-103.6125348,45.60448724,"Region_8",3.685285196,"No","MAN_MADE",76.94276764,892.03,10130302,"NLA_SD-10114","NPL","Good","Good","Good","Eutrophic",27.6738431837632,6.07553366174056e-05,2.19540655101537e-06
"340",6686,0.395,21,"NLA12_MN-108",1,"6/19/2012","PROB",-94.60199282,47.0737093,"Region_5",1247.570865,"No","NATURAL",105.3593499,402.25,7010102,"NLA_MN-10053","UMW","Good","Good","Good","Mesotrophic",41.5936113209042,2.8200185621475e-05,6.77993199578275e-07
"341",6689,0.216,19,"NLA12_CT-101",1,"6/20/2012","PROB",-72.21958455,41.92395129,"Region_1",162.7718671,"Yes","MAN_MADE",19.46022047,205.1,1100002,"NLA_CT-10020","NAP","Good","Good","Fair","Mesotrophic",25.1390567557124,1.54208609980724e-05,6.13422418666058e-07
"342",6690,0.181,14,"NLA12_NH-R04",1,"6/18/2012","HAND",-72.01641972,43.02256679,"Region_1",NA,"No","NATURAL",42.21536711,352.85,1070003,"NLA_NH-10003",NA,NA,NA,NA,NA,28.5890265155075,1.29221103733847e-05,4.51995466385517e-07
"343",6692,0.173,6,"NLA12_WV-101",1,"6/19/2012","PROB",-79.49872597,39.46941047,"Region_3",15.05817739,"No","MAN_MADE",60.88711264,782.59,5020006,"NLA_WV-10013","SAP","Good","Good","Good","Mesotrophic",63.7593206450822,1.23509673734561e-05,1.9371234273665e-07
"344",6693,5.119,3590,"NLA12_ND-155",1,"6/20/2012","PROB",-102.1406782,48.35144139,"Region_8",15.3598521,"No","NATURAL",89.19401757,645.14,10110101,"NLA_ND-10095","NPL","Good","Poor","Poor","Oligotrophic",3.1531128122322,0.000365460127079317,0.000115904551737429
"345",6694,0.218,10,"NLA12_NY-0101",1,"6/20/2012","PROB",-77.1490251,42.49915505,"Region_2",160.7155426,"Yes","NATURAL",4564.909789,217.44,4140201,"NLA_NY-10014","NAP","Good","Good","Good","Oligotrophic",48.2064690195188,1.55636467480545e-05,3.22853904561083e-07
"346",6695,0.69,30,"NLA12_OK-109",1,"6/20/2012","PROB",-96.4191085,36.70544343,"Region_6",5.511051679,"No","MAN_MADE",325.3718103,266.81,11070107,"NLA_OK-10029","TPL","Poor","Good","Good","Mesotrophic",50.8600361215107,4.92610837438424e-05,9.6856171368325e-07
"347",6696,1.453,1378,"NLA12_MT-118",1,"6/20/2012","PROB",-108.0100019,48.83419438,"Region_8",8.443021761,"No","NATURAL",68.04423978,820.98,10050004,"NLA_MT-10118","NPL","Good","Fair","Poor","Eutrophic",2.33166001402647,0.000103733847362033,4.44892680485173e-05
"348",6697,3.125,272,"NLA12_ND-151",1,"6/20/2012","PROB",-100.3980476,47.2749168,"Region_8",15.3598521,"No","NATURAL",198.3549872,588.11,10130103,"NLA_ND-10091","NPL","Good","Poor","Poor","Hypereutrophic",25.4056286572444,0.000223102734347112,8.78162620406147e-06
"349",6714,0.306,14,"NLA12_WV-115",1,"6/20/2012","PROB",-78.59720705,39.13365249,"Region_3",8.77646873,"No","MAN_MADE",15.43864145,391.56,2070003,"NLA_WV-10026","SAP","Good","Good","Good","Oligotrophic",48.3328293577089,2.18462197472692e-05,4.51995466385517e-07
"350",6715,0.159,15,"NLA12_NH-112",1,"6/21/2012","PROB",-71.9370297,42.73918269,"Region_1",312.5,"Yes","MAN_MADE",2.642018802,370.78,1080202,"NLA_NH-10023","NAP","Good","Good","Fair","Mesotrophic",23.4398427342614,1.13514671235811e-05,4.84280856841625e-07
"351",6716,1.268,107,"NLA12_MN-163",1,"6/21/2012","PROB",-93.34520865,45.47428943,"Region_5",151.1910076,"Yes","NATURAL",141.3297998,278.98,7010207,"NLA_MN-10123","UMW","Fair","Poor","Poor","Hypereutrophic",26.2050084526922,9.05261654886842e-05,3.45453677880359e-06
"352",6717,1.831,81,"NLA12_ND-173",1,"6/21/2012","PROB",-99.28218473,46.40002555,"Region_8",15.3598521,"No","NATURAL",69.8099082,581.73,10130104,"NLA_ND-10113","NPL","Good","Poor","Fair","Mesotrophic",49.9864337834063,0.00013072035410866,2.61511662694477e-06
"353",6718,0.691,66,"NLA12_LA-104",1,"6/20/2012","PROB",-93.42201588,32.33548183,"Region_6",18.65675912,"Yes","MAN_MADE",6276.012165,42.57,11140203,"NLA_LA-10023","CPL","Fair","Fair","Poor","Eutrophic",23.1517028721765,4.93324766188334e-05,2.13083577010315e-06
"354",6719,0.463,27,"NLA12_NV-103",1,"6/19/2012","PROB",-115.117053,38.39816173,"Region_9",4.235362796,"No","MAN_MADE",72.28422249,1574.3,15010011,"NLA_NV-10007","XER","Good","Good","Good","Oligotrophic",37.9198014883405,3.30549011208681e-05,8.71705542314925e-07
"355",6720,0.645,138,"NLA12_NV-102",1,"6/20/2012","PROB",-114.2671693,37.90817585,"Region_9",11.47007642,"No","MAN_MADE",23.50032449,1604,15010013,"NLA_NV-10064","XER","Good","Fair","Poor","Mesotrophic",10.3354515747871,4.6048404369244e-05,4.45538388294295e-06
"356",6721,0.558,31,"NLA12_MN-130",1,"6/21/2012","PROB",-92.65806118,48.39551806,"Region_5",150.4082585,"No","NATURAL",39.82474224,347.51,9030003,"NLA_MN-10090","UMW","Fair","Good","Fair","Eutrophic",39.8035065298779,3.98372242450204e-05,1.00084710413936e-06
"357",6722,0.506,45,"NLA12_KS-109",2,"6/21/2012","PROB",-95.04339042,39.34884684,"Region_7",168.4089157,"Yes","MAN_MADE",4.302133103,289.68,10240011,"NLA_KS-10045",NA,NA,NA,NA,NA,24.8649065482941,3.61247947454844e-05,1.45284257052487e-06
"358",6723,6.544,1054,"NLA12_LA-154",1,"6/21/2012","PROB",-93.76873875,32.35170266,"Region_6",179.7496919,"Yes","MAN_MADE",5.391149697,43.21,11140206,"NLA_LA-10119","CPL","Fair","Poor","Poor","Hypereutrophic",13.7293984151129,0.000467194973941601,3.40288015407382e-05
"359",6724,0.353,23,"NLA12_LA-155",1,"6/21/2012","PROB",-93.2587742,32.58069163,"Region_6",179.7496919,"Yes","MAN_MADE",4.504617221,75.9,11140203,"NLA_LA-10120","CPL","Poor","Good","Good","Mesotrophic",33.9387386595336,2.52016848718498e-05,7.42563980490492e-07
"360",6731,0.225,30,"NLA12_UT-160",1,"6/21/2012","PROB",-113.9596706,41.70168986,"Region_8",1.203917328,"No","MAN_MADE",10.34861387,1622.63,16020308,"NLA_UT-10106","XER","Good","Good","Good","Oligotrophic",16.5847943874491,1.60633968729921e-05,9.6856171368325e-07
"361",6735,1.014,181,"NLA12_TX-101",1,"6/21/2012","PROB",-96.45375244,32.94442993,"Region_6",212.7434931,"Yes","MAN_MADE",13.83961938,145.99,12030106,"NLA_TX-10054","SPL","Good","Poor","Poor","Hypereutrophic",12.3882000065366,7.23923752409509e-05,5.84365567255561e-06
"362",6741,0.135,10,"NLA12_MI-R09",1,"6/21/2012","HAND",-88.76960025,46.08092364,"Region_5",NA,"No","NATURAL",214.2152974,467.3,4030106,"NLA_MI-10004",NA,NA,NA,NA,NA,29.8526298974084,9.63803812379525e-06,3.22853904561083e-07
"363",6742,0.883,78,"NLA12_MT-138",1,"6/21/2012","PROB",-108.4328294,47.76171554,"Region_8",64.55393722,"No","MAN_MADE",4.34004528,912.18,10040104,"NLA_MT-10138","NPL","Good","Fair","Fair","Eutrophic",25.0331169984916,6.303990861712e-05,2.51826045557645e-06
"364",6744,0.899,79,"NLA12_TX-160",1,"6/22/2012","PROB",-96.88653964,32.8469031,"Region_6",24.85716519,"Yes","MAN_MADE",24.61334018,125.25,12030103,"NLA_TX-10139","SPL","Poor","Poor","Poor","Hypereutrophic",25.164101526273,6.41821946169772e-05,2.55054584603256e-06
"365",6746,0.246,25,"NLA12_MO-104",1,"6/21/2012","PROB",-90.58515268,37.64948066,"Region_7",25.2423027,"No","MAN_MADE",70.64731132,323.96,8020202,"NLA_MO-10010","SAP","Good","Good","Fair","Mesotrophic",21.7592502363333,1.75626472478047e-05,8.07134761402708e-07
"366",6747,0.245,10,"NLA12_MO-117",1,"6/21/2012","PROB",-90.63089462,37.91098069,"Region_7",660.5,"No","MAN_MADE",1.770425006,285.66,7140104,"NLA_MO-10051","SAP","Good","Good","Good","Oligotrophic",54.1769949990005,1.74912543728136e-05,3.22853904561083e-07
"367",6753,1.48,110,"NLA12_CO-124",1,"6/22/2012","PROB",-104.9732957,39.93104164,"Region_8",111.2858011,"Yes","MAN_MADE",9.204629265,1600.49,10190003,"NLA_CO-10063","SPL","Good","Poor","Poor","Oligotrophic",29.75211599203,0.000105661454986792,3.55139295017192e-06
"368",6754,1.694,109,"NLA12_LA-106",1,"6/22/2012","PROB",-91.70543665,32.71181859,"Region_6",106.4402209,"No","MAN_MADE",50.1152865,26.76,8050001,"NLA_LA-10033","CPL","Poor","Poor","Poor","Hypereutrophic",34.366534180231,0.000120939530234883,3.51910755971581e-06
